0,dividend
1994-03-22,2.703
1994-03-21,2.704
1994-03-18,2.69
1994-03-17,2.691
1994-03-16,2.699
1994-03-15,2.713
1994-03-14,2.711
1994-03-11,2.716
1994-03-10,2.731
1994-03-09,2.713
1994-03-08,2.72
1994-03-07,2.714
1994-03-04,2.726
1994-03-03,2.736
1994-03-02,2.726
1994-03-01,2.728
1994-02-28,2.712
1994-02-25,2.708
1994-02-24,2.718
1994-02-23,2.681
1994-02-22,2.677
1994-02-18,2.698
1994-02-17,2.683
1994-02-16,2.669
1994-02-15,2.671
1994-02-14,2.684
1994-02-11,2.684
1994-02-10,2.691
1994-02-09,2.669
1994-02-08,2.679
1994-02-07,2.675
1994-02-04,2.686
1994-02-03,2.625
1994-02-02,2.618
1994-02-01,2.631
1994-01-31,2.62
1994-01-28,2.628
1994-01-27,2.637
1994-01-26,2.658
1994-01-25,2.671
1994-01-24,2.665
1994-01-21,2.65
1994-01-20,2.649
1994-01-19,2.652
1994-01-18,2.653
1994-01-17,2.658
1994-01-14,2.649
1994-01-13,2.663
1994-01-12,2.653
1994-01-11,2.653
1994-01-10,2.647
1994-01-07,2.677
1994-01-06,2.693
1994-01-05,2.691
1994-01-04,2.694
1994-01-03,2.703
1993-12-31,2.697
1993-12-30,2.68
1993-12-29,2.669
1993-12-28,2.667
1993-12-27,2.669
1993-12-23,2.687
1993-12-22,2.688
1993-12-21,2.699
1993-12-20,2.696
1993-12-17,2.693
1993-12-16,2.711
1993-12-15,2.72
1993-12-14,2.712
1993-12-13,2.697
1993-12-10,2.707
1993-12-09,2.706
1993-12-08,2.694
1993-12-07,2.691
1993-12-06,2.693
1993-12-03,2.702
1993-12-02,2.712
1993-12-01,2.719
1993-11-30,2.72
1993-11-29,2.715
1993-11-26,2.708
1993-11-24,2.712
1993-11-23,2.72
1993-11-22,2.731
1993-11-19,2.711
1993-11-18,2.705
1993-11-17,2.698
1993-11-16,2.687
1993-11-15,2.704
1993-11-12,2.695
1993-11-11,2.711
1993-11-10,2.704
1993-11-09,2.724
1993-11-08,2.725
1993-11-05,2.729
1993-11-04,2.741
1993-11-03,2.708
1993-11-02,2.677
1993-11-01,2.673
1993-10-29,2.676
1993-10-28,2.677
1993-10-27,2.695
1993-10-26,2.697
1993-10-25,2.697
1993-10-22,2.703
1993-10-21,2.69
1993-10-20,2.686
1993-10-19,2.685
1993-10-18,2.673
1993-10-15,2.667
1993-10-14,2.682
1993-10-13,2.713
1993-10-12,2.715
1993-10-11,2.717
1993-10-08,2.72
1993-10-07,2.727
1993-10-06,2.717
1993-10-05,2.715
1993-10-04,2.714
1993-10-01,2.714
1993-09-30,2.728
1993-09-29,2.721
1993-09-28,2.713
1993-09-27,2.711
1993-09-24,2.736
1993-09-23,2.735
1993-09-22,2.744
1993-09-21,2.764
1993-09-20,2.751
1993-09-17,2.729
1993-09-16,2.725
1993-09-15,2.712
1993-09-14,2.722
1993-09-13,2.71
1993-09-10,2.712
1993-09-09,2.737
1993-09-08,2.742
1993-09-07,2.731
1993-09-03,2.714
1993-09-02,2.714
1993-09-01,2.703
1993-08-31,2.701
1993-08-30,2.711
1993-08-27,2.719
1993-08-26,2.716
1993-08-25,2.721
1993-08-24,2.723
1993-08-23,2.75
1993-08-20,2.745
1993-08-19,2.743
1993-08-18,2.745
1993-08-17,2.763
1993-08-16,2.768
1993-08-13,2.781
1993-08-12,2.789
1993-08-11,2.779
1993-08-10,2.786
1993-08-09,2.778
1993-08-06,2.79
1993-08-05,2.794
1993-08-04,2.791
1993-08-03,2.787
1993-08-02,2.781
1993-07-30,2.794
1993-07-29,2.781
1993-07-28,2.8
1993-07-27,2.793
1993-07-26,2.788
1993-07-23,2.8
1993-07-22,2.817
1993-07-21,2.8
1993-07-20,2.799
1993-07-19,2.807
1993-07-16,2.809
1993-07-15,2.787
1993-07-14,2.782
1993-07-13,2.794
1993-07-12,2.789
1993-07-09,2.794
1993-07-08,2.791
1993-07-07,2.827
1993-07-06,2.836
1993-07-02,2.808
1993-07-01,2.788
1993-06-30,2.779
1993-06-29,2.776
1993-06-28,2.769
1993-06-25,2.795
1993-06-24,2.801
1993-06-23,2.823
1993-06-22,2.805
1993-06-21,2.804
1993-06-18,2.82
1993-06-17,2.789
1993-06-16,2.796
1993-06-15,2.803
1993-06-14,2.794
1993-06-11,2.797
1993-06-10,2.809
1993-06-09,2.806
1993-06-08,2.813
1993-06-07,2.794
1993-06-04,2.78
1993-06-03,2.765
1993-06-02,2.756
1993-06-01,2.757
1993-05-28,2.774
1993-05-27,2.761
1993-05-26,2.754
1993-05-25,2.783
1993-05-24,2.788
1993-05-21,2.801
1993-05-20,2.772
1993-05-19,2.791
1993-05-18,2.837
1993-05-17,2.836
1993-05-14,2.841
1993-05-13,2.844
1993-05-12,2.808
1993-05-11,2.811
1993-05-10,2.821
1993-05-07,2.824
1993-05-06,2.818
1993-05-05,2.81
1993-05-04,2.813
1993-05-03,2.823
1993-04-30,2.837
1993-04-29,2.844
1993-04-28,2.849
1993-04-27,2.849
1993-04-26,2.879
1993-04-23,2.856
1993-04-22,2.84
1993-04-21,2.813
1993-04-20,2.804
1993-04-19,2.789
1993-04-16,2.78
1993-04-15,2.783
1993-04-14,2.782
1993-04-13,2.778
1993-04-12,2.783
1993-04-08,2.825
1993-04-07,2.819
1993-04-06,2.829
1993-04-05,2.822
1993-04-02,2.827
1993-04-01,2.771
1993-03-31,2.763
1993-03-30,2.755
1993-03-29,2.762
1993-03-26,2.78
1993-03-25,2.761
1993-03-24,2.779
1993-03-23,2.774
1993-03-22,2.774
1993-03-19,2.766
1993-03-18,2.755
1993-03-17,2.777
1993-03-16,2.758
1993-03-15,2.758
1993-03-12,2.768
1993-03-11,2.744
1993-03-10,2.728
1993-03-09,2.74
1993-03-08,2.738
1993-03-05,2.791
1993-03-04,2.783
1993-03-03,2.771
1993-03-02,2.78
1993-03-01,2.817
1993-02-26,2.799
1993-02-25,2.806
1993-02-24,2.815
1993-02-23,2.854
1993-02-22,2.851
1993-02-19,2.858
1993-02-18,2.873
1993-02-17,2.864
1993-02-16,2.86
1993-02-12,2.791
1993-02-11,2.772
1993-02-10,2.781
1993-02-09,2.787
1993-02-08,2.771
1993-02-05,2.764
1993-02-04,2.76
1993-02-03,2.775
1993-02-02,2.804
1993-02-01,2.804
1993-01-29,2.824
1993-01-28,2.825
1993-01-27,2.828
1993-01-26,2.816
1993-01-25,2.816
1993-01-22,2.841
1993-01-21,2.845
1993-01-20,2.859
1993-01-19,2.847
1993-01-18,2.836
1993-01-15,2.834
1993-01-14,2.842
1993-01-13,2.861
1993-01-12,2.874
1993-01-11,2.875
1993-01-08,2.888
1993-01-07,2.877
1993-01-06,2.851
1993-01-05,2.853
1993-01-04,2.846
1992-12-31,2.844
1992-12-30,2.821
1992-12-29,2.827
1992-12-28,2.819
1992-12-24,2.815
1992-12-23,2.82
1992-12-22,2.812
1992-12-21,2.809
1992-12-18,2.805
1992-12-17,2.843
1992-12-16,2.869
1992-12-15,2.862
1992-12-14,2.86
1992-12-11,2.854
1992-12-10,2.848
1992-12-09,2.842
1992-12-08,2.833
1992-12-07,2.844
1992-12-04,2.865
1992-12-03,2.88
1992-12-02,2.88
1992-12-01,2.874
1992-11-30,2.87
1992-11-27,2.88
1992-11-25,2.887
1992-11-24,2.898
1992-11-23,2.914
1992-11-20,2.904
1992-11-19,2.925
1992-11-18,2.93
1992-11-17,2.955
1992-11-16,2.945
1992-11-13,2.933
1992-11-12,2.93
1992-11-11,2.935
1992-11-10,2.96
1992-11-09,2.96
1992-11-06,2.967
1992-11-05,2.962
1992-11-04,2.97
1992-11-03,2.951
1992-11-02,2.931
1992-10-30,2.962
1992-10-29,2.946
1992-10-28,2.951
1992-10-27,2.963
1992-10-26,2.965
1992-10-23,2.994
1992-10-22,2.989
1992-10-21,2.983
1992-10-20,2.984
1992-10-19,2.988
1992-10-16,3.012
1992-10-15,3.027
1992-10-14,3.029
1992-10-13,3.03
1992-10-12,3.043
1992-10-09,3.08
1992-10-08,3.041
1992-10-07,3.067
1992-10-06,3.045
1992-10-05,3.042
1992-10-02,3.021
1992-10-01,2.979
1992-09-30,2.968
1992-09-29,2.968
1992-09-28,2.969
1992-09-25,2.985
1992-09-24,2.956
1992-09-23,2.963
1992-09-22,2.965
1992-09-21,2.93
1992-09-18,2.925
1992-09-17,2.946
1992-09-16,2.946
1992-09-15,2.947
1992-09-14,2.909
1992-09-11,2.948
1992-09-10,2.946
1992-09-09,2.971
1992-09-08,2.985
1992-09-04,2.966
1992-09-03,2.959
1992-09-02,2.959
1992-09-01,2.973
1992-08-31,2.988
1992-08-28,2.975
1992-08-27,2.984
1992-08-26,2.984
1992-08-25,2.998
1992-08-24,3.004
1992-08-21,2.975
1992-08-20,2.95
1992-08-19,2.951
1992-08-18,2.929
1992-08-17,2.933
1992-08-14,2.939
1992-08-13,2.954
1992-08-12,2.954
1992-08-11,2.946
1992-08-10,2.942
1992-08-07,2.946
1992-08-06,2.934
1992-08-05,2.923
1992-08-04,2.908
1992-08-03,2.903
1992-07-31,2.909
1992-07-30,2.906
1992-07-29,2.918
1992-07-28,2.951
1992-07-27,2.994
1992-07-24,2.993
1992-07-23,2.99
1992-07-22,2.998
1992-07-21,2.978
1992-07-20,2.978
1992-07-17,2.964
1992-07-16,2.951
1992-07-15,2.954
1992-07-14,2.95
1992-07-13,2.97
1992-07-10,2.971
1992-07-09,2.974
1992-07-08,3.003
1992-07-07,3.011
1992-07-06,2.977
1992-07-02,2.992
1992-07-01,2.984
1992-06-30,3.019
1992-06-29,3.013
1992-06-26,3.054
1992-06-25,3.056
1992-06-24,3.051
1992-06-23,3.049
1992-06-22,3.054
1992-06-19,3.052
1992-06-18,3.073
1992-06-17,3.063
1992-06-16,3.017
1992-06-15,3.003
1992-06-12,3.007
1992-06-11,3.012
1992-06-10,3.025
1992-06-09,3.004
1992-06-08,2.98
1992-06-05,2.98
1992-06-04,2.981
1992-06-03,2.972
1992-06-02,2.979
1992-06-01,2.952
1992-05-29,2.966
1992-05-28,2.956
1992-05-27,2.989
1992-05-26,2.995
1992-05-22,2.976
1992-05-21,2.986
1992-05-20,2.966
1992-05-19,2.959
1992-05-18,2.984
1992-05-15,3.004
1992-05-14,2.982
1992-05-13,2.958
1992-05-12,2.959
1992-05-11,2.944
1992-05-08,2.961
1992-05-07,2.963
1992-05-06,2.956
1992-05-05,2.956
1992-05-04,2.955
1992-05-01,2.986
1992-04-30,2.969
1992-04-29,2.99
1992-04-28,3.011
1992-04-27,3.016
1992-04-24,3.012
1992-04-23,2.993
1992-04-22,3.006
1992-04-21,3.003
1992-04-20,3.004
1992-04-16,2.961
1992-04-15,2.96
1992-04-14,2.987
1992-04-13,3.034
1992-04-10,3.047
1992-04-09,3.075
1992-04-08,3.123
1992-04-07,3.095
1992-04-06,3.038
1992-04-03,3.068
1992-04-02,3.076
1992-04-01,3.048
1992-03-31,3.052
1992-03-30,3.047
1992-03-27,3.043
1992-03-26,3.011
1992-03-25,3.013
1992-03-24,3.003
1992-03-23,2.996
1992-03-20,2.986
1992-03-19,2.997
1992-03-18,3.001
1992-03-17,2.998
1992-03-16,3.022
1992-03-13,3.026
1992-03-12,3.04
1992-03-11,3.039
1992-03-10,3.018
1992-03-09,3.031
1992-03-06,3.036
1992-03-05,3.021
1992-03-04,3.0
1992-03-03,2.974
1992-03-02,2.977
1992-02-28,2.966
1992-02-27,2.958
1992-02-26,2.947
1992-02-25,2.982
1992-02-24,2.969
1992-02-21,2.975
1992-02-20,2.957
1992-02-19,2.998
1992-02-18,3.005
1992-02-14,2.967
1992-02-13,2.959
1992-02-12,2.934
1992-02-11,2.958
1992-02-10,2.958
1992-02-07,2.977
1992-02-06,2.958
1992-02-05,2.958
1992-02-04,2.958
1992-02-03,2.989
1992-01-31,2.994
1992-01-30,2.964
1992-01-29,2.973
1992-01-28,2.94
1992-01-27,2.94
1992-01-24,2.936
1992-01-23,2.94
1992-01-22,2.918
1992-01-21,2.957
1992-01-20,2.93
1992-01-17,2.913
1992-01-16,2.917
1992-01-15,2.899
1992-01-14,2.902
1992-01-13,2.944
1992-01-10,2.939
1992-01-09,2.921
1992-01-08,2.918
1992-01-07,2.923
1992-01-06,2.919
1992-01-03,2.909
1992-01-02,2.924
1991-12-31,2.925
1991-12-30,2.946
1991-12-27,3.009
1991-12-26,3.021
1991-12-24,3.063
1991-12-23,3.082
1991-12-20,3.16
1991-12-19,3.197
1991-12-18,3.189
1991-12-17,3.195
1991-12-16,3.181
1991-12-13,3.181
1991-12-12,3.205
1991-12-11,3.238
1991-12-10,3.236
1991-12-09,3.233
1991-12-06,3.226
1991-12-05,3.241
1991-12-04,3.218
1991-12-03,3.21
1991-12-02,3.207
1991-11-29,3.265
1991-11-27,3.253
1991-11-26,3.241
1991-11-25,3.264
1991-11-22,3.257
1991-11-21,3.223
1991-11-20,3.236
1991-11-19,3.229
1991-11-18,3.18
1991-11-15,3.202
1991-11-14,3.084
1991-11-13,3.082
1991-11-12,3.088
1991-11-11,3.116
1991-11-08,3.118
1991-11-07,3.111
1991-11-06,3.141
1991-11-05,3.151
1991-11-04,3.139
1991-11-01,3.13
1991-10-31,3.121
1991-10-30,3.125
1991-10-29,3.137
1991-10-28,3.153
1991-10-25,3.196
1991-10-24,3.189
1991-10-23,3.165
1991-10-22,3.166
1991-10-21,3.149
1991-10-18,3.129
1991-10-17,3.133
1991-10-16,3.126
1991-10-15,3.141
1991-10-14,3.177
1991-10-11,3.219
1991-10-10,3.227
1991-10-09,3.259
1991-10-08,3.226
1991-10-07,3.236
1991-10-04,3.221
1991-10-03,3.194
1991-10-02,3.163
1991-10-01,3.155
1991-09-30,3.166
1991-09-27,3.172
1991-09-26,3.167
1991-09-25,3.164
1991-09-24,3.157
1991-09-23,3.172
1991-09-20,3.155
1991-09-19,3.158
1991-09-18,3.163
1991-09-17,3.175
1991-09-16,3.173
1991-09-13,3.191
1991-09-12,3.16
1991-09-11,3.178
1991-09-10,3.183
1991-09-09,3.15
1991-09-06,3.146
1991-09-05,3.145
1991-09-04,3.139
1991-09-03,3.121
1991-08-30,3.083
1991-08-29,3.075
1991-08-28,3.073
1991-08-27,3.101
1991-08-26,3.095
1991-08-23,3.093
1991-08-22,3.115
1991-08-21,3.121
1991-08-20,3.213
1991-08-19,3.238
1991-08-16,3.161
1991-08-15,3.131
1991-08-14,3.126
1991-08-13,3.129
1991-08-12,3.142
1991-08-09,3.149
1991-08-08,3.131
1991-08-07,3.121
1991-08-06,3.121
1991-08-05,3.166
1991-08-02,3.148
1991-08-01,3.149
1991-07-31,3.143
1991-07-30,3.142
1991-07-29,3.171
1991-07-26,3.19
1991-07-25,3.189
1991-07-24,3.209
1991-07-23,3.202
1991-07-22,3.173
1991-07-19,3.162
1991-07-18,3.153
1991-07-17,3.187
1991-07-16,3.184
1991-07-15,3.177
1991-07-12,3.195
1991-07-11,3.223
1991-07-10,3.234
1991-07-09,3.23
1991-07-08,3.215
1991-07-05,3.248
1991-07-03,3.254
1991-07-02,3.219
1991-07-01,3.215
1991-06-28,3.271
1991-06-27,3.243
1991-06-26,3.267
1991-06-25,3.275
1991-06-24,3.273
1991-06-21,3.214
1991-06-20,3.234
1991-06-19,3.237
1991-06-18,3.207
1991-06-17,3.194
1991-06-14,3.176
1991-06-13,3.215
1991-06-12,3.223
1991-06-11,3.186
1991-06-10,3.207
1991-06-07,3.2
1991-06-06,3.165
1991-06-05,3.153
1991-06-04,3.131
1991-06-03,3.128
1991-05-31,3.114
1991-05-30,3.135
1991-05-29,3.169
1991-05-28,3.176
1991-05-24,3.213
1991-05-23,3.235
1991-05-22,3.224
1991-05-21,3.232
1991-05-20,3.258
1991-05-17,3.257
1991-05-16,3.259
1991-05-15,3.291
1991-05-14,3.264
1991-05-13,3.22
1991-05-10,3.228
1991-05-09,3.165
1991-05-08,3.205
1991-05-07,3.215
1991-05-06,3.191
1991-05-03,3.185
1991-05-02,3.188
1991-05-01,3.19
1991-04-30,3.232
1991-04-29,3.241
1991-04-26,3.195
1991-04-25,3.193
1991-04-24,3.164
1991-04-23,3.172
1991-04-22,3.179
1991-04-19,3.152
1991-04-18,3.117
1991-04-17,3.102
1991-04-16,3.124
1991-04-15,3.177
1991-04-12,3.183
1991-04-11,3.207
1991-04-10,3.245
1991-04-09,3.242
1991-04-08,3.198
1991-04-05,3.226
1991-04-04,3.189
1991-04-03,3.196
1991-04-02,3.191
1991-04-01,3.262
1991-03-28,3.227
1991-03-27,3.226
1991-03-26,3.218
1991-03-25,3.274
1991-03-22,3.295
1991-03-21,3.304
1991-03-20,3.291
1991-03-19,3.303
1991-03-18,3.254
1991-03-15,3.242
1991-03-14,3.242
1991-03-13,3.233
1991-03-12,3.273
1991-03-11,3.247
1991-03-08,3.23
1991-03-07,3.222
1991-03-06,3.219
1991-03-05,3.215
1991-03-04,3.279
1991-03-01,3.269
1991-02-28,3.299
1991-02-27,3.293
1991-02-26,3.338
1991-02-25,3.297
1991-02-22,3.312
1991-02-21,3.318
1991-02-20,3.317
1991-02-19,3.278
1991-02-15,3.281
1991-02-14,3.325
1991-02-13,3.282
1991-02-12,3.313
1991-02-11,3.286
1991-02-08,3.37
1991-02-07,3.397
1991-02-06,3.382
1991-02-05,3.448
1991-02-04,3.476
1991-02-01,3.53
1991-01-31,3.521
1991-01-30,3.546
1991-01-29,3.6
1991-01-28,3.598
1991-01-25,3.597
1991-01-24,3.611
1991-01-23,3.661
1991-01-22,3.682
1991-01-21,3.652
1991-01-18,3.639
1991-01-17,3.686
1991-01-16,3.824
1991-01-15,3.854
1991-01-14,3.869
1991-01-11,3.835
1991-01-10,3.844
1991-01-09,3.881
1991-01-08,3.839
1991-01-07,3.833
1991-01-04,3.766
1991-01-03,3.756
1991-01-02,3.703
1990-12-31,3.661
1990-12-28,3.654
1990-12-27,3.658
1990-12-26,3.63
1990-12-24,3.64
1990-12-21,3.62
1990-12-20,3.638
1990-12-19,3.637
1990-12-18,3.639
1990-12-17,3.684
1990-12-14,3.675
1990-12-13,3.647
1990-12-12,3.637
1990-12-11,3.679
1990-12-10,3.652
1990-12-07,3.664
1990-12-06,3.65
1990-12-05,3.64
1990-12-04,3.68
1990-12-03,3.706
1990-11-30,3.727
1990-11-29,3.77
1990-11-28,3.752
1990-11-27,3.75
1990-11-26,3.769
1990-11-23,3.786
1990-11-21,3.775
1990-11-20,3.784
1990-11-19,3.736
1990-11-16,3.762
1990-11-15,3.763
1990-11-14,3.723
1990-11-13,3.755
1990-11-12,3.734
1990-11-09,3.803
1990-11-08,3.878
1990-11-07,3.899
1990-11-06,3.828
1990-11-05,3.792
1990-11-02,3.826
1990-11-01,3.886
1990-10-31,3.924
1990-10-30,3.891
1990-10-29,3.919
1990-10-26,3.882
1990-10-25,3.814
1990-10-24,3.784
1990-10-23,3.787
1990-10-22,3.758
1990-10-19,3.786
1990-10-18,3.869
1990-10-17,3.96
1990-10-16,3.958
1990-10-15,3.901
1990-10-12,3.943
1990-10-11,4.004
1990-10-10,3.938
1990-10-09,3.877
1990-10-08,3.774
1990-10-05,3.798
1990-10-04,3.783
1990-10-03,3.799
1990-10-02,3.753
1990-10-01,3.756
1990-09-28,3.849
1990-09-27,3.914
1990-09-26,3.862
1990-09-25,3.821
1990-09-24,3.867
1990-09-21,3.784
1990-09-20,3.782
1990-09-19,3.721
1990-09-18,3.697
1990-09-17,3.707
1990-09-14,3.718
1990-09-13,3.697
1990-09-12,3.652
1990-09-11,3.669
1990-09-10,3.663
1990-09-07,3.643
1990-09-06,3.676
1990-09-05,3.631
1990-09-04,3.646
1990-08-31,3.652
1990-08-30,3.68
1990-08-29,3.618
1990-08-28,3.65
1990-08-27,3.649
1990-08-24,3.766
1990-08-23,3.82
1990-08-22,3.706
1990-08-21,3.644
1990-08-20,3.571
1990-08-17,3.578
1990-08-16,3.529
1990-08-15,3.449
1990-08-14,3.456
1990-08-13,3.462
1990-08-10,3.496
1990-08-09,3.451
1990-08-08,3.467
1990-08-07,3.503
1990-08-06,3.507
1990-08-03,3.401
1990-08-02,3.337
1990-08-01,3.299
1990-07-31,3.294
1990-07-30,3.279
1990-07-27,3.299
1990-07-26,3.276
1990-07-25,3.265
1990-07-24,3.277
1990-07-23,3.282
1990-07-20,3.224
1990-07-19,3.192
1990-07-18,3.201
1990-07-17,3.173
1990-07-16,3.16
1990-07-13,3.174
1990-07-12,3.191
1990-07-11,3.228
1990-07-10,3.271
1990-07-09,3.243
1990-07-06,3.253
1990-07-05,3.278
1990-07-03,3.237
1990-07-02,3.243
1990-06-29,3.226
1990-06-28,3.23
1990-06-27,3.252
1990-06-26,3.281
1990-06-25,3.278
1990-06-22,3.25
1990-06-21,3.204
1990-06-20,3.216
1990-06-19,3.222
1990-06-18,3.236
1990-06-15,3.183
1990-06-14,3.183
1990-06-13,3.165
1990-06-12,3.154
1990-06-11,3.194
1990-06-08,3.22
1990-06-07,3.181
1990-06-06,3.165
1990-06-05,3.15
1990-06-04,3.144
1990-06-01,3.18
1990-05-31,3.197
1990-05-30,3.17
1990-05-29,3.172
1990-05-25,3.226
1990-05-24,3.192
1990-05-23,3.184
1990-05-22,3.192
1990-05-21,3.196
1990-05-18,3.226
1990-05-17,3.227
1990-05-16,3.232
1990-05-15,3.229
1990-05-14,3.225
1990-05-11,3.25
1990-05-10,3.327
1990-05-09,3.337
1990-05-08,3.345
1990-05-07,3.359
1990-05-04,3.381
1990-05-03,3.409
1990-05-02,3.42
1990-05-01,3.443
1990-04-30,3.458
1990-04-27,3.44
1990-04-26,3.4
1990-04-25,3.409
1990-04-24,3.427
1990-04-23,3.419
1990-04-20,3.378
1990-04-19,3.348
1990-04-18,3.322
1990-04-17,3.284
1990-04-16,3.284
1990-04-12,3.287
1990-04-11,3.311
1990-04-10,3.309
1990-04-09,3.316
1990-04-06,3.329
1990-04-05,3.322
1990-04-04,3.319
1990-04-03,3.294
1990-04-02,3.342
1990-03-30,3.304
1990-03-29,3.295
1990-03-28,3.284
1990-03-27,3.288
1990-03-26,3.326
1990-03-23,3.33
1990-03-22,3.345
1990-03-21,3.305
1990-03-20,3.288
1990-03-19,3.269
1990-03-16,3.284
1990-03-15,3.322
1990-03-14,3.334
1990-03-13,3.342
1990-03-12,3.316
1990-03-09,3.323
1990-03-08,3.3
1990-03-07,3.333
1990-03-06,3.323
1990-03-05,3.365
1990-03-02,3.347
1990-03-01,3.375
1990-02-28,3.384
1990-02-27,3.373
1990-02-26,3.389
1990-02-23,3.437
1990-02-22,3.42
1990-02-21,3.4
1990-02-20,3.396
1990-02-16,3.348
1990-02-15,3.326
1990-02-14,3.355
1990-02-13,3.365
1990-02-12,3.375
1990-02-09,3.339
1990-02-08,3.346
1990-02-07,3.338
1990-02-06,3.379
1990-02-05,3.357
1990-02-02,3.366
1990-02-01,3.388
1990-01-31,3.385
1990-01-30,3.424
1990-01-29,3.401
1990-01-26,3.395
1990-01-25,3.392
1990-01-24,3.349
1990-01-23,3.335
1990-01-22,3.348
1990-01-19,3.261
1990-01-18,3.27
1990-01-17,3.278
1990-01-16,3.246
1990-01-15,3.282
1990-01-12,3.254
1990-01-11,3.173
1990-01-10,3.184
1990-01-09,3.163
1990-01-08,3.126
1990-01-05,3.14
1990-01-04,3.11
1990-01-03,3.083
1990-01-02,3.075
1989-12-29,3.09
1989-12-28,3.114
1989-12-27,3.131
1989-12-26,3.149
1989-12-22,3.143
1989-12-21,3.167
1989-12-20,3.185
1989-12-19,3.189
1989-12-18,3.177
1989-12-15,3.119
1989-12-14,3.112
1989-12-13,3.096
1989-12-12,3.105
1989-12-11,3.133
1989-12-08,3.132
1989-12-07,3.142
1989-12-06,3.133
1989-12-05,3.124
1989-12-04,3.107
1989-12-01,3.114
1989-11-30,3.156
1989-11-29,3.143
1989-11-28,3.123
1989-11-27,3.125
1989-11-24,3.14
1989-11-22,3.159
1989-11-21,3.18
1989-11-20,3.183
1989-11-17,3.161
1989-11-16,3.171
1989-11-15,3.171
1989-11-14,3.195
1989-11-13,3.181
1989-11-10,3.185
1989-11-09,3.209
1989-11-08,3.194
1989-11-07,3.226
1989-11-06,3.247
1989-11-03,3.199
1989-11-02,3.191
1989-11-01,3.165
1989-10-31,3.173
1989-10-30,3.202
1989-10-27,3.202
1989-10-26,3.175
1989-10-25,3.133
1989-10-24,3.122
1989-10-23,3.112
1989-10-20,3.091
1989-10-19,3.091
1989-10-18,3.14
1989-10-17,3.145
1989-10-16,3.13
1989-10-13,3.216
1989-10-12,3.019
1989-10-11,3.006
1989-10-10,2.988
1989-10-09,2.982
1989-10-06,2.991
1989-10-05,3.006
1989-10-04,3.006
1989-10-03,3.025
1989-10-02,3.058
1989-09-29,3.022
1989-09-28,3.026
1989-09-27,3.057
1989-09-26,3.064
1989-09-25,3.065
1989-09-22,3.04
1989-09-21,3.052
1989-09-20,3.045
1989-09-19,3.044
1989-09-18,3.043
1989-09-15,3.057
1989-09-14,3.074
1989-09-13,3.054
1989-09-12,3.026
1989-09-11,3.035
1989-09-08,3.025
1989-09-07,3.029
1989-09-06,3.021
1989-09-05,2.992
1989-09-01,2.983
1989-08-31,3.002
1989-08-30,2.972
1989-08-29,2.979
1989-08-28,2.959
1989-08-25,2.973
1989-08-24,2.964
1989-08-23,3.023
1989-08-22,3.054
1989-08-21,3.059
1989-08-18,3.011
1989-08-17,3.025
1989-08-16,3.015
1989-08-15,3.023
1989-08-14,3.037
1989-08-11,3.023
1989-08-10,2.992
1989-08-09,3.003
1989-08-08,2.983
1989-08-07,2.982
1989-08-04,3.03
1989-08-03,3.023
1989-08-02,3.026
1989-08-01,3.031
1989-07-31,3.011
1989-07-28,3.031
1989-07-27,3.032
1989-07-26,3.068
1989-07-25,3.106
1989-07-24,3.108
1989-07-21,3.087
1989-07-20,3.109
1989-07-19,3.089
1989-07-18,3.13
1989-07-17,3.119
1989-07-14,3.125
1989-07-13,3.143
1989-07-12,3.144
1989-07-11,3.154
1989-07-10,3.171
1989-07-07,3.192
1989-07-06,3.225
1989-07-05,3.234
1989-07-03,3.248
1989-06-30,3.261
1989-06-29,3.188
1989-06-28,3.128
1989-06-27,3.103
1989-06-26,3.12
1989-06-23,3.107
1989-06-22,3.161
1989-06-21,3.18
1989-06-20,3.172
1989-06-19,3.166
1989-06-16,3.171
1989-06-15,3.184
1989-06-14,3.147
1989-06-13,3.146
1989-06-12,3.123
1989-06-09,3.119
1989-06-08,3.119
1989-06-07,3.117
1989-06-06,3.143
1989-06-05,3.164
1989-06-02,3.13
1989-06-01,3.165
1989-05-31,3.179
1989-05-30,3.163
1989-05-26,3.138
1989-05-25,3.161
1989-05-24,3.162
1989-05-23,3.17
1989-05-22,3.134
1989-05-19,3.141
1989-05-18,3.173
1989-05-17,3.178
1989-05-16,3.2
1989-05-15,3.191
1989-05-12,3.215
1989-05-11,3.287
1989-05-10,3.3
1989-05-09,3.306
1989-05-08,3.297
1989-05-05,3.28
1989-05-04,3.278
1989-05-03,3.274
1989-05-02,3.275
1989-05-01,3.264
1989-04-28,3.233
1989-04-27,3.233
1989-04-26,3.261
1989-04-25,3.263
1989-04-24,3.243
1989-04-21,3.233
1989-04-20,3.269
1989-04-19,3.259
1989-04-18,3.271
1989-04-17,3.318
1989-04-14,3.322
1989-04-13,3.377
1989-04-12,3.348
1989-04-11,3.354
1989-04-10,3.369
1989-04-07,3.369
1989-04-06,3.39
1989-04-05,3.379
1989-04-04,3.39
1989-04-03,3.377
1989-03-31,3.395
1989-03-30,3.384
1989-03-29,3.386
1989-03-28,3.395
1989-03-27,3.407
1989-03-23,3.426
1989-03-22,3.408
1989-03-21,3.398
1989-03-20,3.415
1989-03-17,3.382
1989-03-16,3.306
1989-03-15,3.337
1989-03-14,3.354
