0,dividend
2007-03-22,1.763
2007-03-21,1.762
2007-03-20,1.792
2007-03-19,1.804
2007-03-16,1.823
2007-03-15,1.816
2007-03-14,1.823
2007-03-13,1.835
2007-03-12,1.798
2007-03-09,1.803
2007-03-08,1.804
2007-03-07,1.817
2007-03-06,1.812
2007-03-05,1.84
2007-03-02,1.823
2007-03-01,1.802
2007-02-28,1.798
2007-02-27,1.793
2007-02-26,1.73
2007-02-23,1.728
2007-02-22,1.722
2007-02-21,1.721
2007-02-20,1.718
2007-02-16,1.723
2007-02-15,1.722
2007-02-14,1.723
2007-02-13,1.737
2007-02-12,1.75
2007-02-09,1.744
2007-02-08,1.732
2007-02-07,1.73
2007-02-06,1.732
2007-02-05,1.733
2007-02-02,1.732
2007-02-01,1.735
2007-01-31,1.744
2007-01-30,1.741
2007-01-29,1.751
2007-01-26,1.749
2007-01-25,1.747
2007-01-24,1.728
2007-01-23,1.742
2007-01-22,1.748
2007-01-19,1.739
2007-01-18,1.744
2007-01-17,1.739
2007-01-16,1.738
2007-01-12,1.739
2007-01-11,1.747
2007-01-10,1.758
2007-01-09,1.762
2007-01-08,1.761
2007-01-05,1.765
2007-01-04,1.754
2007-01-03,1.756
2006-12-29,1.736
2006-12-28,1.728
2006-12-27,1.725
2006-12-26,1.738
2006-12-22,1.745
2006-12-21,1.736
2006-12-20,1.73
2006-12-19,1.727
2006-12-18,1.731
2006-12-15,1.725
2006-12-14,1.727
2006-12-13,1.742
2006-12-12,1.744
2006-12-11,1.742
2006-12-08,1.746
2006-12-07,1.749
2006-12-06,1.743
2006-12-05,1.74
2006-12-04,1.747
2006-12-01,1.763
2006-11-30,1.758
2006-11-29,1.741
2006-11-28,1.757
2006-11-27,1.763
2006-11-24,1.739
2006-11-22,1.732
2006-11-21,1.737
2006-11-20,1.739
2006-11-17,1.739
2006-11-16,1.74
2006-11-15,1.744
2006-11-14,1.748
2006-11-13,1.76
2006-11-10,1.764
2006-11-09,1.767
2006-11-08,1.758
2006-11-07,1.762
2006-11-06,1.765
2006-11-03,1.786
2006-11-02,1.782
2006-11-01,1.781
2006-10-31,1.768
2006-10-30,1.749
2006-10-27,1.75
2006-10-26,1.735
2006-10-25,1.744
2006-10-24,1.75
2006-10-23,1.75
2006-10-20,1.761
2006-10-19,1.763
2006-10-18,1.764
2006-10-17,1.767
2006-10-16,1.76
2006-10-13,1.765
2006-10-12,1.768
2006-10-11,1.785
2006-10-10,1.781
2006-10-09,1.784
2006-10-06,1.786
2006-10-05,1.781
2006-10-04,1.785
2006-10-03,1.806
2006-10-02,1.81
2006-09-29,1.788
2006-09-28,1.783
2006-09-27,1.787
2006-09-26,1.787
2006-09-25,1.8
2006-09-22,1.816
2006-09-21,1.812
2006-09-20,1.802
2006-09-19,1.811
2006-09-18,1.807
2006-09-15,1.809
2006-09-14,1.814
2006-09-13,1.812
2006-09-12,1.819
2006-09-11,1.838
2006-09-08,1.838
2006-09-07,1.845
2006-09-06,1.837
2006-09-05,1.818
2006-09-01,1.821
2006-08-31,1.832
2006-08-30,1.814
2006-08-29,1.814
2006-08-28,1.818
2006-08-25,1.827
2006-08-24,1.826
2006-08-23,1.83
2006-08-22,1.822
2006-08-21,1.823
2006-08-18,1.817
2006-08-17,1.824
2006-08-16,1.826
2006-08-15,1.84
2006-08-14,1.866
2006-08-11,1.868
2006-08-10,1.86
2006-08-09,1.869
2006-08-08,1.861
2006-08-07,1.855
2006-08-04,1.849
2006-08-03,1.848
2006-08-02,1.851
2006-08-01,1.862
2006-07-31,1.853
2006-07-28,1.833
2006-07-27,1.856
2006-07-26,1.848
2006-07-25,1.847
2006-07-24,1.859
2006-07-21,1.89
2006-07-20,1.877
2006-07-19,1.861
2006-07-18,1.895
2006-07-17,1.899
2006-07-14,1.896
2006-07-13,1.887
2006-07-12,1.862
2006-07-11,1.842
2006-07-10,1.85
2006-07-07,1.852
2006-07-06,1.84
2006-07-05,1.844
2006-07-03,1.831
2006-06-30,1.845
2006-06-29,1.824
2006-06-28,1.864
2006-06-27,1.874
2006-06-26,1.857
2006-06-23,1.866
2006-06-22,1.864
2006-06-21,1.854
2006-06-20,1.872
2006-06-19,1.872
2006-06-16,1.855
2006-06-15,1.848
2006-06-14,1.888
2006-06-13,1.898
2006-06-12,1.878
2006-06-09,1.854
2006-06-08,1.846
2006-06-07,1.849
2006-06-06,1.837
2006-06-05,1.835
2006-06-02,1.802
2006-06-01,1.806
2006-05-31,1.828
2006-05-30,1.826
2006-05-26,1.797
2006-05-25,1.807
2006-05-24,1.827
2006-05-23,1.83
2006-05-22,1.822
2006-05-19,1.815
2006-05-18,1.823
2006-05-17,1.811
2006-05-16,1.78
2006-05-15,1.777
2006-05-12,1.781
2006-05-11,1.761
2006-05-10,1.739
2006-05-09,1.736
2006-05-08,1.736
2006-05-05,1.735
2006-05-04,1.753
2006-05-03,1.759
2006-05-02,1.751
2006-05-01,1.762
2006-04-28,1.738
2006-04-27,1.739
2006-04-26,1.745
2006-04-25,1.75
2006-04-24,1.741
2006-04-21,1.737
2006-04-20,1.737
2006-04-19,1.739
2006-04-18,1.742
2006-04-17,1.772
2006-04-13,1.767
2006-04-12,1.768
2006-04-11,1.771
2006-04-10,1.757
2006-04-07,1.758
2006-04-06,1.74
2006-04-05,1.737
2006-04-04,1.744
2006-04-03,1.755
2006-03-31,1.759
2006-03-30,1.737
2006-03-29,1.734
2006-03-28,1.747
2006-03-27,1.736
2006-03-24,1.734
2006-03-23,1.735
2006-03-22,1.731
2006-03-21,1.741
2006-03-20,1.731
2006-03-17,1.728
2006-03-16,1.731
2006-03-15,1.734
2006-03-14,1.741
2006-03-13,1.759
2006-03-10,1.763
2006-03-09,1.776
2006-03-08,1.767
2006-03-07,1.771
2006-03-06,1.767
2006-03-03,1.755
2006-03-02,1.752
2006-03-01,1.749
2006-02-28,1.764
2006-02-27,1.732
2006-02-24,1.738
2006-02-23,1.74
2006-02-22,1.734
2006-02-21,1.747
2006-02-17,1.741
2006-02-16,1.738
2006-02-15,1.751
2006-02-14,1.757
2006-02-13,1.775
2006-02-10,1.769
2006-02-09,1.773
2006-02-08,1.771
2006-02-07,1.786
2006-02-06,1.772
2006-02-03,1.773
2006-02-02,1.763
2006-02-01,1.747
2006-01-31,1.751
2006-01-30,1.729
2006-01-27,1.731
2006-01-26,1.744
2006-01-25,1.757
2006-01-24,1.754
2006-01-23,1.758
2006-01-20,1.761
2006-01-19,1.729
2006-01-18,1.739
2006-01-17,1.732
2006-01-13,1.726
2006-01-12,1.728
2006-01-11,1.717
2006-01-10,1.723
2006-01-09,1.722
2006-01-06,1.729
2006-01-05,1.745
2006-01-04,1.745
2006-01-03,1.751
2005-12-30,1.76
2005-12-29,1.751
2005-12-28,1.746
2005-12-27,1.748
2005-12-23,1.732
2005-12-22,1.732
2005-12-21,1.74
2005-12-20,1.744
2005-12-19,1.744
2005-12-16,1.734
2005-12-15,1.729
2005-12-14,1.726
2005-12-13,1.733
2005-12-12,1.743
2005-12-09,1.745
2005-12-08,1.749
2005-12-07,1.747
2005-12-06,1.739
2005-12-05,1.741
2005-12-02,1.737
2005-12-01,1.737
2005-11-30,1.758
2005-11-29,1.727
2005-11-28,1.727
2005-11-25,1.713
2005-11-23,1.716
2005-11-22,1.722
2005-11-21,1.731
2005-11-18,1.74
2005-11-17,1.748
2005-11-16,1.764
2005-11-15,1.767
2005-11-14,1.76
2005-11-11,1.759
2005-11-10,1.764
2005-11-09,1.779
2005-11-08,1.782
2005-11-07,1.776
2005-11-04,1.78
2005-11-03,1.78
2005-11-02,1.788
2005-11-01,1.806
2005-10-31,1.799
2005-10-28,1.792
2005-10-27,1.821
2005-10-26,1.802
2005-10-25,1.794
2005-10-24,1.79
2005-10-21,1.82
2005-10-20,1.823
2005-10-19,1.796
2005-10-18,1.822
2005-10-17,1.804
2005-10-14,1.809
2005-10-13,1.824
2005-10-12,1.823
2005-10-11,1.812
2005-10-10,1.808
2005-10-07,1.795
2005-10-06,1.802
2005-10-05,1.795
2005-10-04,1.768
2005-10-03,1.75
2005-09-30,1.747
2005-09-29,1.734
2005-09-28,1.75
2005-09-27,1.751
2005-09-26,1.751
2005-09-23,1.752
2005-09-22,1.753
2005-09-21,1.759
2005-09-20,1.743
2005-09-19,1.729
2005-09-16,1.72
2005-09-15,1.734
2005-09-14,1.735
2005-09-13,1.729
2005-09-12,1.716
2005-09-09,1.715
2005-09-08,1.729
2005-09-07,1.722
2005-09-06,1.726
2005-09-02,1.748
2005-09-01,1.743
2005-08-31,1.745
2005-08-30,1.747
2005-08-29,1.741
2005-08-26,1.752
2005-08-25,1.741
2005-08-24,1.745
2005-08-23,1.734
2005-08-22,1.728
2005-08-19,1.731
2005-08-18,1.732
2005-08-17,1.73
2005-08-16,1.731
2005-08-15,1.711
2005-08-12,1.716
2005-08-11,1.705
2005-08-10,1.717
2005-08-09,1.714
2005-08-08,1.726
2005-08-05,1.721
2005-08-04,1.708
2005-08-03,1.696
2005-08-02,1.697
2005-08-01,1.709
2005-07-29,1.696
2005-07-28,1.683
2005-07-27,1.692
2005-07-26,1.7
2005-07-25,1.703
2005-07-22,1.697
2005-07-21,1.706
2005-07-20,1.694
2005-07-19,1.703
2005-07-18,1.714
2005-07-15,1.705
2005-07-14,1.706
2005-07-13,1.711
2005-07-12,1.712
2005-07-11,1.716
2005-07-08,1.727
2005-07-07,1.747
2005-07-06,1.752
2005-07-05,1.737
2005-07-01,1.752
2005-06-30,1.757
2005-06-29,1.725
2005-06-28,1.723
2005-06-27,1.738
2005-06-24,1.737
2005-06-23,1.724
2005-06-22,1.705
2005-06-21,1.706
2005-06-20,1.702
2005-06-17,1.701
2005-06-16,1.709
2005-06-15,1.716
2005-06-14,1.719
2005-06-13,1.724
2005-06-10,1.728
2005-06-09,1.724
2005-06-08,1.733
2005-06-07,1.729
2005-06-06,1.729
2005-06-03,1.731
2005-06-02,1.719
2005-06-01,1.722
2005-05-31,1.737
2005-05-27,1.707
2005-05-26,1.708
2005-05-25,1.719
2005-05-24,1.713
2005-05-23,1.714
2005-05-20,1.72
2005-05-19,1.718
2005-05-18,1.726
2005-05-17,1.743
2005-05-16,1.755
2005-05-13,1.773
2005-05-12,1.765
2005-05-11,1.747
2005-05-10,1.754
2005-05-09,1.736
2005-05-06,1.747
2005-05-05,1.745
2005-05-04,1.74
2005-05-03,1.762
2005-05-02,1.761
2005-04-29,1.749
2005-04-28,1.77
2005-04-27,1.749
2005-04-26,1.756
2005-04-25,1.741
2005-04-22,1.756
2005-04-21,1.744
2005-04-20,1.778
2005-04-19,1.755
2005-04-18,1.765
2005-04-15,1.77
2005-04-14,1.741
2005-04-13,1.723
2005-04-12,1.703
2005-04-11,1.713
2005-04-08,1.713
2005-04-07,1.698
2005-04-06,1.709
2005-04-05,1.712
2005-04-04,1.72
2005-04-01,1.725
2005-03-31,1.714
2005-03-30,1.69
2005-03-29,1.714
2005-03-28,1.701
2005-03-24,1.705
2005-03-23,1.703
2005-03-22,1.704
2005-03-21,1.687
2005-03-18,1.679
2005-03-17,1.678
2005-03-16,1.681
2005-03-15,1.667
2005-03-14,1.655
2005-03-11,1.664
2005-03-10,1.651
2005-03-09,1.655
2005-03-08,1.638
2005-03-07,1.63
2005-03-04,1.634
2005-03-03,1.65
2005-03-02,1.65
2005-03-01,1.65
2005-02-28,1.659
2005-02-25,1.626
2005-02-24,1.641
2005-02-23,1.654
2005-02-22,1.664
2005-02-18,1.639
2005-02-17,1.641
2005-02-16,1.628
2005-02-15,1.628
2005-02-14,1.633
2005-02-11,1.634
2005-02-10,1.646
2005-02-09,1.653
2005-02-08,1.639
2005-02-07,1.639
2005-02-04,1.638
2005-02-03,1.656
2005-02-02,1.651
2005-02-01,1.656
2005-01-31,1.668
2005-01-28,1.66
2005-01-27,1.655
2005-01-26,1.656
2005-01-25,1.664
2005-01-24,1.67
2005-01-21,1.665
2005-01-20,1.654
2005-01-19,1.641
2005-01-18,1.625
2005-01-14,1.641
2005-01-13,1.651
2005-01-12,1.637
2005-01-11,1.643
2005-01-10,1.633
2005-01-07,1.639
2005-01-06,1.637
2005-01-05,1.642
2005-01-04,1.636
2005-01-03,1.617
2004-12-31,1.604
2004-12-30,1.594
2004-12-29,1.595
2004-12-28,1.595
2004-12-27,1.606
2004-12-23,1.599
2004-12-22,1.6
2004-12-21,1.605
2004-12-20,1.62
2004-12-17,1.62
2004-12-16,1.608
2004-12-15,1.605
2004-12-14,1.608
2004-12-13,1.614
2004-12-10,1.629
2004-12-09,1.627
2004-12-08,1.636
2004-12-07,1.644
2004-12-06,1.626
2004-12-03,1.624
2004-12-02,1.626
2004-12-01,1.624
2004-11-30,1.648
2004-11-29,1.633
2004-11-26,1.628
2004-11-24,1.629
2004-11-23,1.636
2004-11-22,1.635
2004-11-19,1.645
2004-11-18,1.626
2004-11-17,1.629
2004-11-16,1.638
2004-11-15,1.626
2004-11-12,1.626
2004-11-11,1.64
2004-11-10,1.655
2004-11-09,1.654
2004-11-08,1.653
2004-11-05,1.651
2004-11-04,1.657
2004-11-03,1.684
2004-11-02,1.703
2004-11-01,1.703
2004-10-29,1.695
2004-10-28,1.699
2004-10-27,1.703
2004-10-26,1.724
2004-10-25,1.75
2004-10-22,1.749
2004-10-21,1.732
2004-10-20,1.736
2004-10-19,1.737
2004-10-18,1.72
2004-10-15,1.729
2004-10-14,1.737
2004-10-13,1.72
2004-10-12,1.708
2004-10-11,1.704
2004-10-08,1.707
2004-10-07,1.695
2004-10-06,1.678
2004-10-05,1.689
2004-10-04,1.688
2004-10-01,1.693
2004-09-30,1.719
2004-09-29,1.702
2004-09-28,1.709
2004-09-27,1.719
2004-09-24,1.709
2004-09-23,1.712
2004-09-22,1.704
2004-09-21,1.68
2004-09-20,1.69
2004-09-17,1.681
2004-09-16,1.688
2004-09-15,1.693
2004-09-14,1.681
2004-09-13,1.685
2004-09-10,1.688
2004-09-09,1.696
2004-09-08,1.699
2004-09-07,1.692
2004-09-03,1.703
2004-09-02,1.696
2004-09-01,1.715
2004-08-31,1.718
2004-08-30,1.71
2004-08-27,1.696
2004-08-26,1.7
2004-08-25,1.701
2004-08-24,1.714
2004-08-23,1.715
2004-08-20,1.711
2004-08-19,1.722
2004-08-18,1.716
2004-08-17,1.737
2004-08-16,1.741
2004-08-13,1.765
2004-08-12,1.767
2004-08-11,1.747
2004-08-10,1.741
2004-08-09,1.764
2004-08-06,1.766
2004-08-05,1.739
2004-08-04,1.71
2004-08-03,1.709
2004-08-02,1.698
2004-07-30,1.688
2004-07-29,1.69
2004-07-28,1.698
2004-07-27,1.699
2004-07-26,1.716
2004-07-23,1.712
2004-07-22,1.696
2004-07-21,1.7
2004-07-20,1.678
2004-07-19,1.69
2004-07-16,1.689
2004-07-15,1.681
2004-07-14,1.673
2004-07-13,1.668
2004-07-12,1.669
2004-07-09,1.671
2004-07-08,1.677
2004-07-07,1.663
2004-07-06,1.666
2004-07-02,1.653
2004-07-01,1.648
2004-06-30,1.63
2004-06-29,1.62
2004-06-28,1.624
2004-06-25,1.623
2004-06-24,1.614
2004-06-23,1.609
2004-06-22,1.623
2004-06-21,1.629
2004-06-18,1.622
2004-06-17,1.626
2004-06-16,1.624
2004-06-15,1.626
2004-06-14,1.636
2004-06-10,1.62
2004-06-09,1.627
2004-06-08,1.612
2004-06-07,1.614
2004-06-04,1.64
2004-06-03,1.649
2004-06-02,1.636
2004-06-01,1.642
2004-05-28,1.625
2004-05-27,1.624
2004-05-26,1.633
2004-05-25,1.636
2004-05-24,1.662
2004-05-21,1.665
2004-05-20,1.672
2004-05-19,1.673
2004-05-18,1.668
2004-05-17,1.68
2004-05-14,1.662
2004-05-13,1.661
2004-05-12,1.66
2004-05-11,1.662
2004-05-10,1.675
2004-05-07,1.657
2004-05-06,1.635
2004-05-05,1.624
2004-05-04,1.627
2004-05-03,1.63
2004-04-30,1.645
2004-04-29,1.618
2004-04-28,1.605
2004-04-27,1.583
2004-04-26,1.587
2004-04-23,1.58
2004-04-22,1.581
2004-04-21,1.603
2004-04-20,1.612
2004-04-19,1.587
2004-04-16,1.588
2004-04-15,1.596
2004-04-14,1.597
2004-04-13,1.595
2004-04-12,1.574
2004-04-08,1.582
2004-04-07,1.58
2004-04-06,1.569
2004-04-05,1.566
2004-04-02,1.578
2004-04-01,1.592
2004-03-31,1.6
2004-03-30,1.58
2004-03-29,1.587
2004-03-26,1.607
2004-03-25,1.606
2004-03-24,1.632
2004-03-23,1.628
2004-03-22,1.626
2004-03-19,1.605
2004-03-18,1.587
2004-03-17,1.585
2004-03-16,1.603
2004-03-15,1.613
2004-03-12,1.589
2004-03-11,1.609
2004-03-10,1.585
2004-03-09,1.561
2004-03-08,1.552
2004-03-05,1.539
2004-03-04,1.542
2004-03-03,1.547
2004-03-02,1.55
2004-03-01,1.541
2004-02-27,1.537
2004-02-26,1.537
2004-02-25,1.539
2004-02-24,1.545
2004-02-23,1.543
2004-02-20,1.538
2004-02-19,1.534
2004-02-18,1.528
2004-02-17,1.521
2004-02-13,1.536
2004-02-12,1.528
2004-02-11,1.52
2004-02-10,1.536
2004-02-09,1.544
2004-02-06,1.54
2004-02-05,1.559
2004-02-04,1.562
2004-02-03,1.549
2004-02-02,1.55
2004-01-30,1.537
2004-01-29,1.533
2004-01-28,1.541
2004-01-27,1.52
2004-01-26,1.505
2004-01-23,1.523
2004-01-22,1.52
2004-01-21,1.515
2004-01-20,1.527
2004-01-16,1.526
2004-01-15,1.536
2004-01-14,1.538
2004-01-13,1.551
2004-01-12,1.543
2004-01-09,1.55
2004-01-08,1.536
2004-01-07,1.544
2004-01-06,1.548
2004-01-05,1.55
2004-01-02,1.569
2003-12-31,1.564
2003-12-30,1.543
2003-12-29,1.543
2003-12-26,1.562
2003-12-24,1.565
2003-12-23,1.562
2003-12-22,1.566
2003-12-19,1.573
2003-12-18,1.572
2003-12-17,1.59
2003-12-16,1.592
2003-12-15,1.603
2003-12-12,1.594
2003-12-11,1.598
2003-12-10,1.617
2003-12-09,1.615
2003-12-08,1.601
2003-12-05,1.613
2003-12-04,1.6
2003-12-03,1.608
2003-12-02,1.605
2003-12-01,1.6
2003-11-28,1.593
2003-11-26,1.593
2003-11-25,1.6
2003-11-24,1.603
2003-11-21,1.629
2003-11-20,1.631
2003-11-19,1.617
2003-11-18,1.63
2003-11-17,1.616
2003-11-14,1.605
2003-11-13,1.593
2003-11-12,1.593
2003-11-11,1.611
2003-11-10,1.61
2003-11-07,1.601
2003-11-06,1.593
2003-11-05,1.603
2003-11-04,1.601
2003-11-03,1.592
2003-10-31,1.605
2003-10-30,1.585
2003-10-29,1.583
2003-10-28,1.585
2003-10-27,1.609
2003-10-24,1.612
2003-10-23,1.605
2003-10-22,1.61
2003-10-21,1.586
2003-10-20,1.588
2003-10-17,1.596
2003-10-16,1.58
2003-10-15,1.585
2003-10-14,1.581
2003-10-13,1.587
2003-10-10,1.598
2003-10-09,1.597
2003-10-08,1.605
2003-10-07,1.596
2003-10-06,1.604
2003-10-03,1.611
2003-10-02,1.626
2003-10-01,1.629
2003-09-30,1.666
2003-09-29,1.634
2003-09-26,1.65
2003-09-25,1.64
2003-09-24,1.63
2003-09-23,1.599
2003-09-22,1.608
2003-09-19,1.587
2003-09-18,1.582
2003-09-17,1.603
2003-09-16,1.598
2003-09-15,1.621
2003-09-12,1.615
2003-09-11,1.618
2003-09-10,1.627
2003-09-09,1.608
2003-09-08,1.595
2003-09-05,1.611
2003-09-04,1.6
2003-09-03,1.603
2003-09-02,1.61
2003-08-29,1.618
2003-08-28,1.626
2003-08-27,1.636
2003-08-26,1.636
2003-08-25,1.641
2003-08-22,1.642
2003-08-21,1.626
2003-08-20,1.631
2003-08-19,1.627
2003-08-18,1.631
2003-08-15,1.646
2003-08-14,1.647
2003-08-13,1.657
2003-08-12,1.647
2003-08-11,1.663
2003-08-08,1.668
2003-08-07,1.674
2003-08-06,1.687
2003-08-05,1.689
2003-08-04,1.66
2003-08-01,1.664
2003-07-31,1.647
2003-07-30,1.637
2003-07-29,1.635
2003-07-28,1.623
2003-07-25,1.619
2003-07-24,1.647
2003-07-23,1.636
2003-07-22,1.636
2003-07-21,1.652
2003-07-18,1.628
2003-07-17,1.647
2003-07-16,1.627
2003-07-15,1.616
2003-07-14,1.611
2003-07-11,1.62
2003-07-10,1.635
2003-07-09,1.613
2003-07-08,1.604
2003-07-07,1.61
2003-07-03,1.64
2003-07-02,1.627
2003-07-01,1.646
2003-06-30,1.659
2003-06-27,1.658
2003-06-26,1.642
2003-06-25,1.66
2003-06-24,1.646
2003-06-23,1.649
2003-06-20,1.626
2003-06-19,1.628
2003-06-18,1.603
2003-06-17,1.6
2003-06-16,1.602
2003-06-13,1.638
2003-06-12,1.621
2003-06-11,1.623
2003-06-10,1.644
2003-06-09,1.659
2003-06-06,1.639
2003-06-05,1.635
2003-06-04,1.642
2003-06-03,1.666
2003-06-02,1.674
2003-05-30,1.681
2003-05-29,1.706
2003-05-28,1.7
2003-05-27,1.703
2003-05-23,1.736
2003-05-22,1.738
2003-05-21,1.754
2003-05-20,1.761
2003-05-19,1.759
2003-05-16,1.716
2003-05-15,1.711
2003-05-14,1.725
2003-05-13,1.719
2003-05-12,1.714
2003-05-09,1.736
2003-05-08,1.76
2003-05-07,1.743
2003-05-06,1.734
2003-05-05,1.748
2003-05-02,1.742
2003-05-01,1.768
2003-04-30,1.767
2003-04-29,1.767
2003-04-28,1.773
2003-04-25,1.805
2003-04-24,1.78
2003-04-23,1.765
2003-04-22,1.78
2003-04-21,1.818
2003-04-17,1.815
2003-04-16,1.843
2003-04-15,1.821
2003-04-14,1.832
2003-04-11,1.868
2003-04-10,1.861
2003-04-09,1.873
2003-04-08,1.847
2003-04-07,1.843
2003-04-04,1.846
2003-04-03,1.851
2003-04-02,1.841
2003-04-01,1.889
2003-03-31,1.912
2003-03-28,1.873
2003-03-27,1.862
2003-03-26,1.859
2003-03-25,1.849
2003-03-24,1.871
2003-03-21,1.805
2003-03-20,1.847
2003-03-19,1.85
2003-03-18,1.866
2003-03-17,1.874
2003-03-14,1.941
2003-03-13,1.944
2003-03-12,2.011
2003-03-11,2.019
2003-03-10,2.003
2003-03-07,1.951
2003-03-06,1.967
2003-03-05,1.949
2003-03-04,1.967
2003-03-03,1.937
2003-02-28,1.922
2003-02-27,1.925
2003-02-26,1.948
2003-02-25,1.922
2003-02-24,1.936
2003-02-21,1.901
2003-02-20,1.926
2003-02-19,1.907
2003-02-18,1.894
2003-02-14,1.931
2003-02-13,1.972
2003-02-12,1.969
2003-02-11,1.944
2003-02-10,1.928
2003-02-07,1.943
2003-02-06,1.923
2003-02-05,1.911
2003-02-04,1.9
2003-02-03,1.874
2003-01-31,1.884
2003-01-30,1.903
2003-01-29,1.859
2003-01-28,1.872
2003-01-27,1.896
2003-01-24,1.866
2003-01-23,1.811
2003-01-22,1.83
2003-01-21,1.81
2003-01-17,1.782
2003-01-16,1.757
2003-01-15,1.75
2003-01-14,1.725
2003-01-13,1.735
2003-01-10,1.732
2003-01-09,1.732
2003-01-08,1.766
2003-01-07,1.741
2003-01-06,1.73
2003-01-03,1.769
2003-01-02,1.768
2002-12-31,1.827
2002-12-30,1.817
2002-12-27,1.825
2002-12-26,1.796
2002-12-24,1.791
2002-12-23,1.781
2002-12-20,1.784
2002-12-19,1.807
2002-12-18,1.793
2002-12-17,1.77
2002-12-16,1.755
2002-12-13,1.797
2002-12-12,1.772
2002-12-11,1.766
2002-12-10,1.767
2002-12-09,1.791
2002-12-06,1.752
2002-12-05,1.763
2002-12-04,1.742
2002-12-03,1.736
2002-12-02,1.71
2002-11-29,1.697
2002-11-27,1.692
2002-11-26,1.74
2002-11-25,1.703
2002-11-22,1.708
2002-11-21,1.702
2002-11-20,1.738
2002-11-19,1.772
2002-11-18,1.765
2002-11-15,1.746
2002-11-14,1.757
2002-11-13,1.801
2002-11-12,1.8
2002-11-11,1.814
2002-11-08,1.776
2002-11-07,1.76
2002-11-06,1.72
2002-11-05,1.736
2002-11-04,1.749
2002-11-01,1.764
2002-10-31,1.794
2002-10-30,1.774
2002-10-29,1.791
2002-10-28,1.775
2002-10-25,1.76
2002-10-24,1.79
2002-10-23,1.763
2002-10-22,1.775
2002-10-21,1.756
2002-10-18,1.787
2002-10-17,1.797
2002-10-16,1.837
2002-10-15,1.793
2002-10-14,1.878
2002-10-11,1.891
2002-10-10,1.965
2002-10-09,2.034
2002-10-08,1.979
2002-10-07,2.012
2002-10-04,1.974
2002-10-03,1.929
2002-10-02,1.908
2002-10-01,1.863
2002-09-30,1.938
2002-09-27,1.919
2002-09-26,1.857
2002-09-25,1.891
2002-09-24,1.938
2002-09-23,1.905
2002-09-20,1.878
2002-09-19,1.883
2002-09-18,1.826
2002-09-17,1.818
2002-09-16,1.782
2002-09-13,1.785
2002-09-12,1.79
2002-09-11,1.746
2002-09-10,1.746
2002-09-09,1.759
2002-09-06,1.776
2002-09-05,1.806
2002-09-04,1.777
2002-09-03,1.809
2002-08-30,1.742
2002-08-29,1.739
2002-08-28,1.739
2002-08-27,1.707
2002-08-26,1.684
2002-08-23,1.696
2002-08-22,1.658
2002-08-21,1.681
2002-08-20,1.703
2002-08-19,1.679
2002-08-16,1.718
2002-08-15,1.716
2002-08-14,1.735
2002-08-13,1.805
2002-08-12,1.766
2002-08-09,1.756
2002-08-08,1.763
2002-08-07,1.82
2002-08-06,1.857
2002-08-05,1.912
2002-08-02,1.847
2002-08-01,1.804
2002-07-31,1.751
2002-07-30,1.777
2002-07-29,1.784
2002-07-26,1.881
2002-07-25,1.913
2002-07-24,1.902
2002-07-23,2.011
2002-07-22,1.956
2002-07-19,1.892
2002-07-18,1.82
2002-07-17,1.77
2002-07-16,1.78
2002-07-15,1.747
2002-07-12,1.741
2002-07-11,1.73
2002-07-10,1.743
2002-07-09,1.683
2002-07-08,1.642
2002-07-05,1.622
2002-07-03,1.681
2002-07-02,1.692
2002-07-01,1.656
2002-06-28,1.61
2002-06-27,1.609
2002-06-26,1.637
2002-06-25,1.633
2002-06-24,1.606
2002-06-21,1.612
2002-06-20,1.584
2002-06-19,1.563
2002-06-18,1.537
2002-06-17,1.538
2002-06-14,1.582
2002-06-13,1.579
2002-06-12,1.562
2002-06-11,1.573
2002-06-10,1.546
2002-06-07,1.551
2002-06-06,1.549
2002-06-05,1.518
2002-06-04,1.532
2002-06-03,1.532
2002-05-31,1.494
2002-05-30,1.487
2002-05-29,1.483
2002-05-28,1.473
2002-05-24,1.461
2002-05-23,1.443
2002-05-22,1.458
2002-05-21,1.466
2002-05-20,1.45
2002-05-17,1.431
2002-05-16,1.441
2002-05-15,1.451
2002-05-14,1.443
2002-05-13,1.473
2002-05-10,1.5
2002-05-09,1.475
2002-05-08,1.454
2002-05-07,1.508
2002-05-06,1.504
2002-05-03,1.475
2002-05-02,1.46
2002-05-01,1.457
2002-04-30,1.47
2002-04-29,1.476
2002-04-26,1.461
2002-04-25,1.441
2002-04-24,1.439
2002-04-23,1.429
2002-04-22,1.42
2002-04-19,1.398
2002-04-18,1.399
2002-04-17,1.397
2002-04-16,1.394
2002-04-15,1.427
2002-04-12,1.416
2002-04-11,1.425
2002-04-10,1.391
2002-04-09,1.407
2002-04-08,1.398
2002-04-05,1.401
2002-04-04,1.397
2002-04-03,1.398
2002-04-02,1.384
2002-04-01,1.372
2002-03-28,1.371
2002-03-27,1.374
2002-03-26,1.382
2002-03-25,1.39
2002-03-22,1.369
2002-03-21,1.364
2002-03-20,1.366
2002-03-19,1.344
2002-03-18,1.35
2002-03-15,1.349
2002-03-14,1.364
2002-03-13,1.363
2002-03-12,1.35
2002-03-11,1.346
2002-03-08,1.351
2002-03-07,1.359
2002-03-06,1.353
2002-03-05,1.372
