Date,close
2007-10-10,-0.15297640172781107
2007-10-11,-0.41685948870268524
2007-10-12,0.3397429143754936
2007-10-15,-0.6644816729599965
2007-10-16,-0.5254539430967413
2007-10-17,0.11209967702031932
2007-10-18,-0.07965319001175299
2007-10-19,-2.0024041415939915
2007-10-22,0.2671117679313322
2007-10-23,0.64661705309228
2007-10-24,-0.20872969025643906
2007-10-25,-0.09673519855917279
2007-10-26,1.0227611999844923
2007-10-29,0.2605944237863308
2007-10-30,-0.5170220215956356
2007-10-31,0.8874780248964047
2007-11-01,-2.065709721715917
2007-11-02,0.038997122906382006
2007-11-05,-0.4012374889768781
2007-11-06,0.8917928989059273
2007-11-07,-2.2969949088423904
2007-11-08,-0.06616392230243799
2007-11-09,-1.1203103130305214
2007-11-12,-0.7882361930463743
2007-11-13,2.166224944281756
2007-11-14,-0.5635795642226884
2007-11-15,-1.0371642711366713
2007-11-16,0.37589288933312875
2007-11-19,-1.3663679135896976
2007-11-20,0.3193836064792875
2007-11-21,-1.2473687824005228
2007-11-23,1.2559641939015664
2007-11-26,-1.81648508656546
2007-11-27,1.108712834710499
2007-11-28,2.1266837434542456
2007-11-29,0.014156079665100125
2007-11-30,0.5684631574800553
2007-12-03,-0.47278959219112077
2007-12-04,-0.5229258317395712
2007-12-05,1.1282574789222528
2007-12-06,1.1167389561476198
2007-12-07,-0.1579904387808152
2007-12-10,0.5487528191572209
2007-12-11,-1.9754329033180145
2007-12-12,0.4381012284679025
2007-12-13,0.07117647155372266
2007-12-14,-1.078458565245004
2007-12-17,-1.1771459232590609
2007-12-18,0.4555214566732857
2007-12-19,-0.1261119144196215
2007-12-20,0.3508291025506651
2007-12-21,1.2394045194228032
2007-12-24,0.5916902475112005
2007-12-26,0.03948721676989885
2007-12-27,-1.1199441396399523
2007-12-28,0.09247210575830034
2007-12-31,-0.5468439193034078
2008-01-02,-1.1319874593694237
2008-01-03,-0.022195369443476116
2008-01-04,-1.919123188570838
2008-01-07,0.22337803724032285
2008-01-08,-1.4356789966733687
2008-01-09,1.0104487032342446
2008-01-10,0.5819340465296234
2008-01-11,-1.0667852244296483
2008-01-14,0.8028735762603364
2008-01-15,-1.9483448533611643
2008-01-16,-0.45166297650659587
2008-01-17,-2.2752044172578825
2008-01-18,-0.4849255371296311
2008-01-22,-0.872834543501519
2008-01-23,1.5967754498019635
2008-01-24,0.7418602834083037
2008-01-25,-1.2431076678418798
2008-01-28,1.3053146172330905
2008-01-29,0.44641920366771026
2008-01-30,-0.3866076138091051
2008-01-31,1.247091288275489
2008-02-01,0.9059877686356222
2008-02-04,-0.8248300049122421
2008-02-05,-2.5037011521511365
2008-02-06,-0.6061892664209345
2008-02-07,0.5772127633872247
2008-02-08,-0.3436600964908415
2008-02-11,0.4258799012328478
2008-02-12,0.5302652882394413
2008-02-13,1.0089414303086868
2008-02-14,-1.0533321691956368
2008-02-15,0.04170696734662516
2008-02-19,-0.09062128856794187
2008-02-20,0.6116620874358327
2008-02-21,-1.0104842354530423
2008-02-22,0.5768218918170317
2008-02-25,1.0246452282406748
2008-02-26,0.5038972397771244
2008-02-27,-0.09239105073386628
2008-02-28,-0.7076247071584265
2008-02-29,-2.1179448433777037
2008-03-03,0.01850950790110932
2008-03-04,-0.28574071163459075
2008-03-05,0.37650146349608465
2008-03-06,-1.7208596008767016
2008-03-07,-0.6667096248756658
2008-03-10,-1.2114423190131705
2008-03-11,2.7598720494480107
2008-03-12,-0.7117596277883903
2008-03-13,0.368043810497212
2008-03-14,-1.624892540581736
2008-03-17,-0.7089190191733777
2008-03-18,3.147359497302429
2008-03-19,-1.898445017689595
2008-03-20,1.7834890210616006
2008-03-24,1.1381265472944715
2008-03-25,0.15341433656030604
2008-03-26,-0.6940652320213814
2008-03-27,-0.901802154151644
2008-03-28,-0.631303722057254
2008-03-31,0.41057264804833066
